State,TotalCases,TotalDeaths,TotalRecovered,ActiveCases,Cases per 1M,Deaths per 1M,Total Tests,Tests per 1M,
USA Total,"109,509,521","1,183,396","107,408,736","917,389","330,929","3,576","1,186,431,916","3,585,306",
